Species	Status	min_age	max_age
Aegyptosaurus_baharijensis	extinct	136.4	145
Sauropoda	extinct	93.5	145
Rebbachisauridae	extinct	93.5	145
Rebbachisauridae	extinct	125.45	145
Spinostropheus_gautieri	extinct	125.45	145
Elaphrosaurus	extinct	125.45	145
Carcharodontosaurus_saharicus	extinct	125.45	145
Tetanurae	extinct	125.45	145
Agnosphitys_cromhallensis	extinct	201.3	208.5
Segisaurus_halli	extinct	174.1	190.8
Saturnalia_tupiniquim	extinct	208.5	237
Carcharodontosaurus_saharicus	extinct	93.5	99.6
Deltadromeus_agilis	extinct	93.5	99.6
Rebbachisaurus_garasbae	extinct	93.5	99.6
Titanosauria	extinct	93.5	99.6
Ornithopoda	extinct	93.5	99.6
Spinosaurus_aegyptiacus	extinct	93.5	99.6
Theropoda	extinct	93.5	99.6
Dinosauria	extinct	99.6	145
Dinosauria	extinct	99.6	145
Sauropoda	extinct	99.6	145
Sauropoda	extinct	145	174.1
Carcharodontosaurus_saharicus	extinct	93.5	145
Rebbachisauridae	extinct	93.5	130
Stegosauria	extinct	93.5	130
Sauropoda	extinct	93.5	145
Sauropoda	extinct	93.5	145
Sauropoda	extinct	93.5	145
Sauropoda	extinct	93.5	145
Ouranosaurus	extinct	100.5	113
Elaphrosaurus	extinct	100.5	113
Polacanthus_foxii	extinct	122.46	130
Ornithopoda	extinct	122.46	130
Carnotaurus_sastrei	extinct	72.1	83.6
Saurornitholestes	extinct	70.6	83.5
Troodon_formosus	extinct	70.6	83.5
Orodromeus_makelai	extinct	70.6	83.5
Theropoda	extinct	70.6	83.5
Tyrannosauridae	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Psittacosaurus	extinct	122.46	130
Prosauropoda	extinct	208.5	228
Theropoda	extinct	208.5	228
Scelidosaurus	extinct	190.8	208.5
Theropoda	extinct	189.6	196.5
Aves	extinct	15.97	20.43
Titanosauridae	extinct	66	72.1
Lametasaurus_indicus	extinct	66	72.1
Indosuchus_raptorius	extinct	66	72.1
Indosaurus_matleyi	extinct	66	72.1
Abelisauridae	extinct	66	72.1
Noasauridae	extinct	66	72.1
Noasauridae	extinct	66	72.1
Laevisuchus_indicus	extinct	66	72.1
Noasauridae	extinct	66	72.1
Abelisauridae	extinct	66	72.1
Abelisauridae	extinct	66	72.1
Abelisauridae	extinct	66	72.1
Noasauridae	extinct	66	72.1
Abelisauridae	extinct	66	72.1
Abelisauroidea	extinct	66	72.1
Noasauridae	extinct	66	72.1
Sauropoda	extinct	66	72.1
Titanosaurus_indicus	extinct	66	72.1
Jainosaurus_septentrionalis	extinct	66	72.1
Carnosauria	extinct	66	72.1
Pisanosaurus_mertii	extinct	228	237
Falconiformes	extinct	0.3	1.8
Theropoda	extinct	66	70.6
Aves	extinct	50.3	55.8
Edmontosaurus_annectens	extinct	66	70.6
Troodon_formosus	extinct	66	70.6
Tyrannosaurus_rex	extinct	66	70.6
Nanotyrannus	extinct	66	70.6
Saurornitholestes	extinct	66	70.6
Richardoestesia	extinct	66	70.6
Dromaeosaurus	extinct	66	70.6
Gryposaurus_notabilis	extinct	70.6	83.5
Lambeosaurinae	extinct	70.6	83.5
Panoplosaurus	extinct	70.6	83.5
Maiasaura_peeblesorum	extinct	70.6	83.5
Brachylophosaurus_canadensis	extinct	70.6	83.5
Troodon_formosus	extinct	72.1	83.6
Hylaeosaurus_armatus	extinct	122.46	136.4
Iguanodon_mantelli	extinct	122.46	136.4
Titanosauriformes	extinct	122.46	136.4
Neosauropoda	extinct	145	150.8
Cumnoria_prestwichii	extinct	150.8	155.7
Hypsilophodon_foxii	extinct	125.45	130
Iguanodon	extinct	122.46	136.4
Duriatitan_humerocristatus	extinct	150.8	155.7
Ornithopsis_hulkei	extinct	122.46	136.4
Mantellisaurus_atherfieldensis	extinct	125.45	136.4
Polacanthus_foxii	extinct	122.46	130
Hadrosauridae	extinct	66	70.6
Lambeosaurinae	extinct	66	70.6
Telmatornis_priscus	extinct	61.7	70.6
Palaeotringa_littoralis	extinct	61.7	70.6
Graculavus_velox	extinct	61.7	70.6
Tytthostonyx_glauconiticus	extinct	61.7	70.6
Aves	extinct	61.7	70.6
Carnosauria	extinct	125.45	136.4
Histriasaurus_boscarollii	extinct	125.45	136.4
Titanosauriformes	extinct	125.45	136.4
Camarasauridae	extinct	125.45	136.4
Sauropoda	extinct	125.45	136.4
Plateosaurus_longiceps	extinct	212	215.56
Theropoda	extinct	212	215.56
Plateosaurus_longiceps	extinct	212	215.56
Grallator_(Eubrontes)	extinct	212	215.56
Theropoda	extinct	212	215.56
Parvicursor_remotus	extinct	70.6	83.5
Pantydraco_caducus	extinct	201.3	208.5
Theropoda	extinct	201.3	208.5
Hadrosauridae	extinct	83.6	86.3
Theropoda	extinct	66	72.1
Utahraptor_ostrommaysi	extinct	125	129.4
Gastonia_burgei	extinct	125	129.4
Iguanodontia	extinct	125	129.4
Hypsilophodontidae	extinct	125	129.4
Maniraptora	extinct	125	129.4
Utahraptor_ostrommaysi	extinct	125	129.4
Ornithomimosauria	extinct	125	129.4
Ornithopsis	extinct	125	129.4
Titanosauridae	extinct	125	129.4
Iguanodontia	extinct	125	129.4
Gastonia_burgei	extinct	125	129.4
Ornithopoda	extinct	113	125
Hadrosauridae	extinct	100.5	113
Hadrosauridae	extinct	99.6	125.45
Hadrosauridae	extinct	100.5	113
Titanosauriformes	extinct	99.6	125.45
Theropoda	extinct	99.6	125.45
Ornithopoda	extinct	100.5	113
Ankylosauria	extinct	100.5	113
Eolambia_caroljonesa	extinct	99.6	105.3
Animantarx_ramaljonesi	extinct	99.6	105.3
Aves	extinct	0	0.0117
Anatidae	extinct	0.3	1.8
Aves	extinct	46.2	50.3
Aves	extinct	50.3	55.8
Aves	extinct	50.3	55.8
Urubitinga_enecta	extinct	15.97	20.43
Neophrontops_vetustus	extinct	15.97	20.43
Aramornis_longurio	extinct	15.97	20.43
Conuropsis_fratercula	extinct	15.97	20.43
Anserinae	extinct	15.97	20.43
Boreortalis	extinct	10.3	13.6
Grus_pratensis	extinct	10.3	13.6
Buteo	extinct	4.9	10.3
Passeriformes	extinct	1.8	10.3
Albertosaurus	extinct	66	70.6
Paronychodon	extinct	66	70.6
Thescelosaurus	extinct	66	70.6
Edmontosaurus	extinct	66	70.6
Triceratops	extinct	66	70.6
Ankylosauridae	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Ceratopsidae	extinct	70.6	83.5
Tyrannosauridae	extinct	70.6	83.5
Pachycephalosauridae	extinct	70.6	83.5
Saurornitholestes_langstoni	extinct	70.6	83.5
Theropoda	extinct	70.6	83.5
Richardoestesia_gilmorei	extinct	70.6	83.5
Ortalis	extinct	10.3	13.6
Pliopicus	extinct	10.3	13.6
Botaurus	extinct	1.8	4.9
Egretta	extinct	1.8	4.9
Egretta	extinct	1.8	4.9
Egretta	extinct	1.8	4.9
Plegadis	extinct	1.8	4.9
Ornithomimosauria	extinct	66	72.1
Hadrosauridae	extinct	66	72.1
Ornithomimosauria	extinct	66	72.1
Ornithomimosauria	extinct	66	72.1
Dromaeosauridae	extinct	113	125
Theropoda	extinct	113	125
Sauropoda	extinct	113	125
Theropoda	extinct	100.5	113
Sauropoda	extinct	100.5	113
Tenontosaurus	extinct	100.5	113
Hypsilophodontidae	extinct	100.5	113
Theropoda	extinct	100.5	113
Macronaria	extinct	100.5	113
Tenontosaurus	extinct	100.5	113
Aves	extinct	40.4	46.2
Podilymbus	extinct	1.8	4.9
Eudocimus	extinct	1.8	4.9
Anas	extinct	1.8	4.9
Rallus	extinct	1.8	4.9
Porphyrula	extinct	1.8	4.9
Fulica	extinct	1.8	4.9
Passeriformes	extinct	1.8	4.9
Fulica_americana	extinct	0.126	0.781
Aythya_affinis	extinct	0.126	0.781
Dinosauria	extinct	182.7	199.3
Dinosauria	extinct	182.7	199.3
Dinosauria	extinct	182.7	199.3
Dromaeosauridae	extinct	66	70.6
Tyrannosaurus_rex	extinct	66	70.6
Thescelosaurus	extinct	66	70.6
Triceratops	extinct	66	70.6
Aves	extinct	23.03	28.1
Aves	extinct	15.97	20.44
Aves	extinct	15.97	20.44
Cetiosaurus_oxoniensis	extinct	167.7	171.6
Theropoda	extinct	66	85.8
Stegopelta_landerensis	extinct	93.5	105.3
Epidendrosaurus_ningchengensis	extinct	161.2	164.7
Theropoda	extinct	125	145
Sauropoda	extinct	125	145
Theropoda	extinct	125	145
Ornithischia	extinct	125	145
Nemegtosauridae	extinct	66	70.6
Hadrosauroidea	extinct	66	70.6
Nodosauridae	extinct	66	70.6
Velociraptorinae	extinct	66	70.6
Troodontidae	extinct	66	70.6
Theropoda	extinct	66	70.6
Richardoestesia	extinct	66	70.6
Troodontidae	extinct	66	70.6
Paronychodon	extinct	66	70.6
Theropoda	extinct	85.8	89.3
Ornithopoda	extinct	85.8	89.3
Sauropoda	extinct	93.5	99.6
Theropoda	extinct	93.5	99.6
Magnoavipes_lowei	extinct	93.5	99.6
Fuscinapedis_woodbinensis	extinct	93.5	99.6
Caririchnium_protohadrosaurichnos	extinct	93.5	99.6
Iberomesornis_romerali	extinct	125.45	130
Tereingaornis_moisleyi	extinct	3	3.6
Mirischia_asymmetrica	extinct	100.5	113
Irritator_challengeri	extinct	100.5	113
Coelurosaurichnus_sabinensis	extinct	201.3	237
Coelurosaurichnus_sabinensis	extinct	237	247.2
Hypsilophodontidae	extinct	122.46	130
Iguanodontoidea	extinct	122.46	130
Dinosauria	extinct	122.46	130
Uria	extinct	0.3	1.8
Rallus	extinct	0.3	1.8
Theropoda	extinct	93.5	130
Megaloolithus_baghensis	extinct	48.6	58.7
Aves	extinct	48.6	58.7
Mamenchisaurus_hochuanensis	extinct	157.3	163.5
Xuanhanosaurus_qilixiaensis	extinct	163.5	174.1
Shunosaurus_lii	extinct	157.3	163.5
Aves	extinct	0.0117	2.588
Moyenisauropus	extinct	196.5	201.3
Dystrophaeus_viaemalae	extinct	155.7	161.2
Dromaius_novaehollandiae	extinct	0.126	0.781
Coturnix	extinct	0.126	0.781
Coturnix	extinct	0.126	0.781
Turnix	extinct	0.126	0.781
Turnix_varia	extinct	0.126	0.781
Rallus_philippensis	extinct	0.126	0.781
Tringa	extinct	0.126	0.781
Gallinago	extinct	0.126	0.781
Calidris	extinct	0.126	0.781
Tyto	extinct	0.126	0.781
Diplodocus_longus	extinct	145	157.3
Claosaurus_agilis	extinct	70.6	89.3
Stegosaurus	extinct	145	157.3
Sauropoda	extinct	122.46	125.45
Sauropoda	extinct	122.46	125.45
Ankylosauria	extinct	122.46	125.45
Ornithomimosauria	extinct	122.46	125.45
Coelurus	extinct	122.46	125.45
Nodosaurus_textilis	extinct	93.5	99.6
Dubreuillosaurus_valesdunensis	extinct	164.7	167.7
Variraptor_mechinorum	extinct	70.6	83.5
Atsinganosaurus_velauciensis	extinct	70.6	83.5
Rhabdodon	extinct	70.6	83.5
Nodosauridae	extinct	70.6	83.5
Enantiornithes	extinct	70.6	83.5
Variraptor_mechinorum	extinct	66	83.5
Theropoda	extinct	66	83.5
Hypsilophodontidae	extinct	66	83.5
Tarascosaurus_salluvicus	extinct	70.6	83.5
Hadrosauroidea	extinct	66	70.6
Ilokelesia_aguadagrandensis	extinct	89.8	99.6
Quilmesaurus	extinct	66	83.5
Giganotosaurus_carolinii	extinct	93.5	99.6
Aucasaurus_garridoi	extinct	70.6	83.5
Sphingopus_ferox	extinct	237	247.2
Coelurosaurichnus_perriauxi	extinct	237	247.2
Anchisauripus_bibractensis	extinct	237	247.2
Piatnitzkysaurus_floresi	extinct	163.5	166.1
Patagosaurus_fariasi	extinct	163.5	166.1
Volkheimeria_chubutensis	extinct	163.5	166.1
Patagosaurus_fariasi	extinct	163.5	166.1
Anchiceratops_ornatus	extinct	66	72.1
Rhabdodon	extinct	70.6	83.5
Lurdusaurus_arenatus	extinct	100.5	113
Lesothosaurus_diagnosticus	extinct	190.8	201.3
Wintonopus_latomorum	extinct	93.5	99.6
Hadrosauridae	extinct	93.5	99.6
Skartopus_australis	extinct	93.5	99.6
Lesothosaurus_diagnosticus	extinct	190.8	201.3
Grallator_(Eubrontes)	extinct	228	237
Abelisauridae	extinct	70.6	83.5
Dromaeosauridae	extinct	70.6	83.5
Lirainosaurus_astibiae	extinct	70.6	83.5
Nodosauridae	extinct	70.6	83.5
Bactrosaurus	extinct	70.6	83.5
Carnosauria	extinct	70.6	83.5
Ornithomimidae	extinct	70.6	83.5
Sauropoda	extinct	70.6	83.5
Aves	extinct	37.2	48.6
Aves	extinct	37.2	48.6
Struthionidae	extinct	0.0117	5.333
Theropoda	extinct	100.5	145
Psittacosaurus	extinct	100.5	145
Enantiornis_leali	extinct	66	70.6
Nuthetes_destructor	extinct	140.2	145
Titanis_walleri	extinct	1.8	4.9
Echinodon_becklesii	extinct	140.2	145
Sauropoda	extinct	140.2	145
Iguanodontidae	extinct	140.2	145
Carnosauria	extinct	140.2	145
Nuthetes_destructor	extinct	140.2	145
Anhinga_grandis	extinct	10.3	13.6
Anhinga_grandis	extinct	4.9	10.3
Anhinga_grandis	extinct	4.9	10.3
Aves	extinct	89.8	93.9
Aves	extinct	15.97	66
Struthionidae	extinct	5.333	11.608
Nettion_ogallalae	extinct	10.3	13.6
Cetiosaurus	extinct	164.7	167.7
Megalosaurus	extinct	164.7	167.7
Stegosauria	extinct	164.7	167.7
Ceratosauria	extinct	164.7	167.7
Hadrosaurinae	extinct	66	70.6
Grallator_sauclierensis	extinct	199.3	201.3
Grallator_sauclierensis	extinct	199.3	201.3
Grallator_(Anchisauripus)_minusculus	extinct	199.3	201.3
Grallator_variabilis	extinct	199.3	201.3
Aves	extinct	56	59.2
Aves	extinct	56	59.2
Aves	extinct	56	59.2
Aves	extinct	56	59.2
Aves	extinct	56	59.2
Aves	extinct	56	59.2
Spheniscidae	extinct	28.4	37.2
Aves	extinct	47.8	56
Spheniscidae	extinct	47.8	56
Aves	extinct	41.3	47.8
Struthionidae	extinct	2.588	5.333
Aegypius	extinct	2.588	5.333
Francolinus	extinct	2.588	5.333
Francolinus	extinct	2.588	5.333
Numida	extinct	2.588	5.333
Bubo	extinct	2.588	5.333
Aves	extinct	2.588	3.6
Struthio	extinct	2.588	3.6
Aves	extinct	0.781	2.588
Aves	extinct	0.781	2.588
Tenontosaurus	extinct	100.5	113
Tenontosaurus	extinct	100.5	113
Carnosauria	extinct	70.6	83.5
Carnosauria	extinct	70.6	83.5
Coelurosauria	extinct	130	163.5
Theropoda	extinct	130	163.5
Camarasaurus	extinct	130	163.5
Ankylosauria	extinct	130	163.5
Hadrosauroidea	extinct	93.9	105.3
Stegosauria	extinct	155.7	161.2
Theropoda	extinct	155.7	161.2
Coelophysoidea	extinct	190.8	199.3
Sauropoda	extinct	166.1	168.3
Megalosauropus	extinct	122.46	125.45
Iguanodon	extinct	122.46	125.45
Spinosaurus_aegyptiacus	extinct	109	112.03
Titanosauridae	extinct	66	83.5
Ornithischia	extinct	132.9	139.8
Dromaeosauridae	extinct	132.9	139.8
Tyrannosauridae	extinct	132.9	139.8
Maniraptora	extinct	132.9	139.8
Albalophosaurus_yamaguchiorum	extinct	132.9	139.8
Iguanodontidae	extinct	132.9	139.8
Enantiornithes	extinct	132.9	139.8
Pycnonemosaurus	extinct	83.6	93.9
Titanosauridae	extinct	83.6	93.9
Abelisaurus_comahuensis	extinct	70.6	83.5
Dinosauria	extinct	66	83.6
Titanosauria	extinct	66	72.1
Abelisauroidea	extinct	66	72.1
Sauropoda	extinct	66	72.1
Spheniscidae	extinct	47.8	56
Psittacosauridae	extinct	100.5	125
Sauropoda	extinct	100.5	125
Shamosaurus_scutatus	extinct	100.5	125
Majungasaurus_crenatissimus	extinct	66	72.1
Traukutitan_eocaudata	extinct	83.6	86.3
Aeolosaurus	extinct	66	83.5
Tetanurae	extinct	66	83.5
Willinakaqe_salitralensis	extinct	66	83.5
Charadriiformes	extinct	66	83.5
Titanosauria	extinct	66	83.5
Aves	extinct	5.333	11.608
Aepyornithidae	extinct	7.246	11.62
Struthio	extinct	7.246	11.62
Anhinga	extinct	7.246	11.62
Ardeidae	extinct	7.246	11.62
Ciconiidae	extinct	7.246	11.62
Anatidae	extinct	7.246	11.62
Rallidae	extinct	7.246	11.62
Strigidae	extinct	7.246	11.62
Aves	extinct	7.246	11.62
Struthio	extinct	2.588	11.62
Pelecanus	extinct	2.588	11.62
Anhinga	extinct	2.588	11.62
Ardeidae	extinct	2.588	11.62
Leptoptilos	extinct	2.588	11.62
Anatidae	extinct	2.588	11.62
Rallidae	extinct	2.588	11.62
Aves	extinct	2.588	11.62
Strigiformes	extinct	0.0117	2.588
Gypaetus_barbatus	extinct	0.0117	2.588
Coturnix	extinct	0.0117	2.588
Columba_livia	extinct	0.0117	2.588
Otus	extinct	0.0117	2.588
Athene	extinct	0.0117	2.588
Strix	extinct	0.0117	2.588
Parus	extinct	0.0117	2.588
Carduelis	extinct	0.0117	2.588
Carduelis	extinct	0.0117	2.588
Zupaysaurus_rougieri	extinct	208.5	228
Struthio	extinct	2.588	11.62
Leptoptilos	extinct	2.588	11.62
Aves	extinct	2.588	11.62
Struthio	extinct	2.588	5.333
Meleagris_gallopavo	extinct	0.0117	0.126
Larus	extinct	0.0117	0.126
Tyto	extinct	0.0117	0.126
Ardea_herodias	extinct	0.0117	0.126
Mycteria	extinct	0.0117	0.126
Aves	extinct	0.0117	0.126
Ardeidae	extinct	0.0117	0.126
Ardea	extinct	0.0117	0.126
Cathartes_aura	extinct	0.0117	0.126
Querquedula_floridiana	extinct	0.0117	0.126
Nyctanassa_violacea	extinct	0.0117	0.126
Ceratopsia	extinct	70.6	83.5
Theropoda	extinct	70.6	83.5
Baptornis	extinct	70.6	83.5
Ceratopsia	extinct	70.6	83.5
Saurornitholestes_langstoni	extinct	70.6	83.5
Theropoda	extinct	70.6	83.5
Aves	extinct	0.126	0.781
Struthio	extinct	0.0117	2.588
Ceratopsia	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Saurornitholestes_langstoni	extinct	70.6	83.5
Troodon_formosus	extinct	70.6	83.5
Theropoda	extinct	70.6	83.5
Ceratopsia	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Ankylosauridae	extinct	70.6	83.5
Saurornitholestes_langstoni	extinct	70.6	83.5
Troodon_formosus	extinct	70.6	83.5
Ceratopsia	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Baptornis	extinct	70.6	83.5
Ceratopsia	extinct	70.6	83.5
Baptornis	extinct	70.6	83.5
Baptornis	extinct	70.6	83.5
Saurornitholestes_langstoni	extinct	70.6	83.5
Ceratopsia	extinct	70.6	83.5
Ceratopsia	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Richardoestesia_gilmorei	extinct	70.6	83.5
Theropoda	extinct	70.6	83.5
Aves	extinct	0.126	0.781
Struthio	extinct	3.2	5.333
Coelurosaurichnus_ziegelangernensis	extinct	228	237
Titanosauridae	extinct	66	89.3
Ceratopsia	extinct	70.6	83.5
Struthio	extinct	2.588	5.333
Ceratopsia	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Theropoda	extinct	70.6	83.5
Coelurosaurichnus	extinct	228	237
Coelurosaurichnus	extinct	228	237
Struthio	extinct	5.333	11.608
Theropoda	extinct	201.3	237
Podokesaurus_holyokensis	extinct	190.8	201.3
Ankylosauria	extinct	85.8	89.3
Dinosauria	extinct	228	237
Rajasaurus_narmadensis	extinct	66	72.1
Titanosauria	extinct	66	72.1
Silvisaurus_condrayi	extinct	100.5	113
Cetiosauridae	extinct	113	201.3
Hadrosauridae	extinct	66	70.6
Lambeosaurinae	extinct	66	70.6
Pachyrhinosaurus_canadensis	extinct	66	70.6
Edmontosaurus	extinct	66	70.6
Troodon_formosus	extinct	70.6	83.5
Ceratopsia	extinct	70.6	83.5
Deinonychus_antirrhopus	extinct	100.5	125
Leptoceratops_gracilis	extinct	66	72.1
Euenantiornithes	extinct	70.6	83.5
Ichthyornis_dispar	extinct	85.8	89.3
Ichthyornis_dispar	extinct	70.6	83.5
Ichthyornis_dispar	extinct	70.6	83.5
Vulcanodon_karibaensis	extinct	199.3	201.3
Massospondylus_carinatus	extinct	174.1	201.3
Coelophysis_rhodesiensis	extinct	201.3	237
Megalosauropus_broomensis	extinct	132.9	139.8
Pentaceratops_sternbergii	extinct	70.6	83.5
Albertosaurus	extinct	70.6	83.5
Pentaceratops_sternbergii	extinct	70.6	83.5
Pentaceratops_sternbergii	extinct	70.6	83.5
Aves	extinct	0.126	0.781
Aves	extinct	0.126	0.781
Anas	extinct	0.0117	2.588
Anas_crecca	extinct	0.0117	2.588
Falco	extinct	0.0117	2.588
Coturnix	extinct	0.0117	2.588
Porzana	extinct	0.0117	2.588
Limosa	extinct	0.0117	2.588
Scolopax	extinct	0.0117	2.588
Columba_livia	extinct	0.0117	2.588
Alauda	extinct	0.0117	2.588
Eremophila_alpestris	extinct	0.0117	2.588
Hirundo	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Turdus	extinct	0.0117	2.588
Sturnus	extinct	0.0117	2.588
Corvidae	extinct	0.0117	2.588
Corvus	extinct	0.0117	2.588
Laridae	extinct	0.781	2.588
Aves	extinct	2.588	3.2
Falco	extinct	0.126	0.781
Coturnix	extinct	0.126	0.781
Otis	extinct	0.126	0.781
Otis	extinct	0.126	0.781
Palaeocryptonyx	extinct	0.0117	5.333
Picidae	extinct	0.0117	5.333
Turdus	extinct	0.0117	5.333
Turdus	extinct	0.0117	5.333
Corvidae	extinct	0.0117	5.333
Corvus	extinct	0.0117	5.333
Corvus_pliocaenus	extinct	0.0117	5.333
Tachybaptus	extinct	0.126	2.588
Anas_crecca	extinct	0.126	2.588
Anas_platyrhynchos	extinct	0.126	2.588
Anas_clypeata	extinct	0.126	2.588
Anas	extinct	0.126	2.588
Anas	extinct	0.126	2.588
Aythya	extinct	0.126	2.588
Aythya	extinct	0.126	2.588
Aythya	extinct	0.126	2.588
Aythya	extinct	0.126	2.588
Bubo	extinct	0.126	2.588
Dinosauria	extinct	208.5	228
Sauropoda	extinct	66	85.8
Dinosauria	extinct	66	85.8
Nodosauridae	extinct	66	85.8
Coelophysis_kayentakatae	extinct	182.7	199.3
Coelophysis_kayentakatae	extinct	182.7	199.3
Coelophysis_kayentakatae	extinct	182.7	199.3
Theropoda	extinct	66	72.1
Ceratopsia	extinct	66	72.1
Ornithopoda	extinct	66	72.1
Compsognathus_longipes	extinct	145	150.8
Barapasaurus_tagorei	extinct	182.7	199.3
Titanosauriformes	extinct	99.6	105.3
Struthio	extinct	5.333	11.608
Struthio	extinct	5.333	11.608
Phalacrocorax	extinct	5.333	11.608
Anhinga_pannonica	extinct	5.333	11.608
Balaenicipitidae	extinct	5.333	11.608
Leptoptilos_falconeri	extinct	5.333	11.608
Titanosauridae	extinct	66	83.6
Ornithopoda	extinct	182.7	201.3
Ornithopoda	extinct	182.7	201.3
Theropoda	extinct	182.7	201.3
Ornithopoda	extinct	182.7	201.3
Ornithopoda	extinct	182.7	201.3
Sauropoda	extinct	100.5	145
Mendozasaurus_neguyelap	extinct	85.8	89.3
Maniraptora	extinct	85.8	89.3
Ornithischia	extinct	145	163.5
Stegosauria	extinct	145	163.5
Albertosaurus	extinct	72.1	83.6
Rhabdodon	extinct	66	83.5
Theropoda	extinct	66	83.5
Struthiosaurus	extinct	70.6	83.5
Camarasaurus_lewisi	extinct	152.1	157.3
Sauropoda	extinct	152.1	157.3
Blikanasaurus_cromptoni	extinct	201.3	228
Massospondylus	extinct	190.8	201.3
Thecodontosaurus	extinct	190.8	201.3
Hadrosauroidea	extinct	93.5	99.6
Pawpawsaurus_campbelli	extinct	99.6	105.3
Nodosauridae	extinct	99.6	105.3
Dinosauria	extinct	66	70.6
Francolinus	extinct	2.588	5.333
Aves	extinct	2.588	5.333
Francolinus	extinct	2.588	3.2
Francolinus	extinct	2.588	3.2
Bubo	extinct	2.588	3.2
Athene_veta	extinct	2.588	3.2
Surnia	extinct	2.588	3.2
Passeriformes	extinct	2.588	3.2
Rallidae	extinct	0.0117	5.333
Gallus	extinct	0.0117	5.333
Apus	extinct	0.0117	5.333
Passeriformes	extinct	0.0117	5.333
Lambeosaurinae	extinct	70.6	83.5
Aves	extinct	5.333	11.608
Aves	extinct	3.6	5.333
Theropoda	extinct	72.1	83.6
Hadrosauridae	extinct	72.1	83.6
Ceratopsidae	extinct	72.1	83.6
Francolinus	extinct	2.588	3.2
Falco	extinct	2.588	3.2
Passeriformes	extinct	2.588	3.2
Francolinus	extinct	2.588	3.2
Bubo	extinct	2.588	3.2
Surnia	extinct	2.588	3.2
Aquila_chrysaetos	extinct	2.588	3.2
Aves	extinct	2.588	3.2
Aves	extinct	2.588	3.2
Anas	extinct	2.588	3.2
Mojoceratops	extinct	70.6	83.5
Aves	extinct	0.0117	5.333
Aves	extinct	0.781	2.588
Francolinus	extinct	0.781	2.588
Otis	extinct	0.781	2.588
Circus	extinct	0.781	2.588
Francolinus	extinct	0.781	2.588
Asio_flammeus	extinct	0.781	2.588
Hirundo	extinct	0.781	2.588
Anser	extinct	0.781	2.588
Anatidae	extinct	0.781	2.588
Coturnix	extinct	0.781	2.588
Surnia	extinct	0.781	2.588
Athene	extinct	0.781	2.588
Falco	extinct	0.781	2.588
Falco	extinct	0.781	2.588
Hirundo	extinct	0.781	2.588
Passeriformes	extinct	0.781	2.588
Aves	extinct	0.781	2.588
Aves	extinct	0.126	0.781
Aves	extinct	0.126	0.781
Aves	extinct	0.126	0.781
Aves	extinct	0.126	0.781
Aves	extinct	0.126	0.781
Apus	extinct	0.126	0.781
Aves	extinct	0.126	0.781
Corvidae	extinct	0.126	0.781
Pyrrhocorax	extinct	0.126	0.781
Aves	extinct	0.126	0.781
Ceratopsidae	extinct	66	72.1
Styracosaurus_albertensis	extinct	70.6	83.5
Kritosaurus_navajovius	extinct	70.6	83.5
Theropoda	extinct	70.6	83.5
Ceratopsia	extinct	70.6	83.5
Centrosaurinae	extinct	70.6	83.5
Dromaeosauridae	extinct	70.6	83.5
Ornithomimidae	extinct	70.6	83.5
Tyrannosauridae	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Ankylosauria	extinct	70.6	83.5
Titanosauridae	extinct	70.6	83.5
Sauropodomorpha	extinct	201.3	228
Piveteausaurus	extinct	157.3	164.7
Megalosauroidea	extinct	161.2	164.7
Camarasauridae	extinct	145	150.8
Ovaloolithus	extinct	83.6	89.8
Songzia_heidangkouensis	extinct	48.6	55.8
Megaloolithus_aureliensis	extinct	66	70.6
Dinosauria	extinct	70.6	83.5
Megaloolithus_siruguei	extinct	66	70.6
Pinacosaurus_grangeri	extinct	72.1	83.6
Sauropoda	extinct	72.1	83.6
Tanius_sinensis	extinct	72.1	83.6
Sauropodomorpha	extinct	201.3	228
Dryosaurus	extinct	150.8	155.7
Baryonychinae	extinct	93.5	105.3
Phuwiangosaurus_sirindhornae	extinct	113	129.4
